State,District,Season,Crop,Soil_Type,Area,Rainfall,Temperature,Humidity,Soil_pH,N,P,K,Yield_tons_per_ha
Andhra Pradesh,CHITTOOR,Rabi,maize,Red,539.0,15.3,22.39,65.09,6.25,77.8,48.4,19.8,9.117
Andhra Pradesh,CHITTOOR,Rabi,rice,Red,43558.0,15.3,23.69,82.27,6.43,79.9,47.6,39.9,3.019
Andhra Pradesh,CHITTOOR,Whole year,banana,Red,923.0,898.2,27.38,80.36,5.98,100.2,82.0,50.0,50.685
Andhra Pradesh,CHITTOOR,Kharif,maize,Red,930.0,417.1,22.39,65.09,6.25,77.8,48.4,19.8,3.316
Andhra Pradesh,CHITTOOR,Kharif,rice,Red,17342.0,417.1,23.69,82.27,6.43,79.9,47.6,39.9,3.213
Andhra Pradesh,CHITTOOR,Rabi,maize,Red,877.0,15.3,22.39,65.09,6.25,77.8,48.4,19.8,7.759
Andhra Pradesh,CHITTOOR,Rabi,rice,Red,33764.0,15.3,23.69,82.27,6.43,79.9,47.6,39.9,3.353
Andhra Pradesh,CHITTOOR,Whole year,banana,Red,886.0,898.2,27.38,80.36,5.98,100.2,82.0,50.0,63.147
Andhra Pradesh,CHITTOOR,Kharif,grapes,Red,30.0,417.1,23.85,81.88,6.03,23.2,132.5,200.1,18.2
Andhra Pradesh,CHITTOOR,Kharif,maize,Red,1078.0,417.1,22.39,65.09,6.25,77.8,48.4,19.8,4.058
Andhra Pradesh,CHITTOOR,Kharif,mango,Red,56760.0,417.1,31.21,50.16,5.77,20.1,27.2,29.9,8.848
Andhra Pradesh,CHITTOOR,Kharif,rice,Red,12952.0,417.1,23.69,82.27,6.43,79.9,47.6,39.9,3.493
Andhra Pradesh,CHITTOOR,Rabi,maize,Red,547.0,15.3,22.39,65.09,6.25,77.8,48.4,19.8,7.086
Andhra Pradesh,CHITTOOR,Rabi,rice,Red,34557.0,15.3,23.69,82.27,6.43,79.9,47.6,39.9,3.651
Andhra Pradesh,CHITTOOR,Kharif,grapes,Red,23.0,417.1,23.85,81.88,6.03,23.2,132.5,200.1,18.13
Andhra Pradesh,CHITTOOR,Kharif,maize,Red,1905.0,417.1,22.39,65.09,6.25,77.8,48.4,19.8,4.033
Andhra Pradesh,CHITTOOR,Kharif,mango,Red,66615.0,417.1,31.21,50.16,5.77,20.1,27.2,29.9,8.832
Andhra Pradesh,CHITTOOR,Kharif,papaya,Red,526.0,417.1,33.72,92.4,6.74,49.9,59.0,50.0,26.321
Andhra Pradesh,CHITTOOR,Kharif,rice,Red,15206.0,417.1,23.69,82.27,6.43,79.9,47.6,39.9,3.207
Andhra Pradesh,CHITTOOR,Rabi,maize,Red,1303.0,15.3,22.39,65.09,6.25,77.8,48.4,19.8,7.454
Andhra Pradesh,CHITTOOR,Rabi,rice,Red,34654.0,15.3,23.69,82.27,6.43,79.9,47.6,39.9,3.47
Andhra Pradesh,CHITTOOR,Whole year,banana,Red,910.0,898.2,27.38,80.36,5.98,100.2,82.0,50.0,55.168
Andhra Pradesh,CHITTOOR,Kharif,grapes,Red,32.0,417.1,23.85,81.88,6.03,23.2,132.5,200.1,29.125
Andhra Pradesh,CHITTOOR,Kharif,maize,Red,2693.0,417.1,22.39,65.09,6.25,77.8,48.4,19.8,3.275
Andhra Pradesh,CHITTOOR,Kharif,mango,Red,64633.0,417.1,31.21,50.16,5.77,20.1,27.2,29.9,7.154
Andhra Pradesh,CHITTOOR,Kharif,papaya,Red,519.0,417.1,33.72,92.4,6.74,49.9,59.0,50.0,26.57
Andhra Pradesh,CHITTOOR,Kharif,rice,Red,13304.0,417.1,23.69,82.27,6.43,79.9,47.6,39.9,3.342
Andhra Pradesh,CHITTOOR,Rabi,maize,Red,984.0,15.3,22.39,65.09,6.25,77.8,48.4,19.8,6.534
Andhra Pradesh,CHITTOOR,Rabi,rice,Red,27661.0,15.3,23.69,82.27,6.43,79.9,47.6,39.9,3.18
Andhra Pradesh,CHITTOOR,Whole year,rice,Red,40965.0,898.2,23.69,82.27,6.43,79.9,47.6,39.9,3.233
Andhra Pradesh,EAST GODAVARI,Kharif,maize,Red,1600.0,703.9,22.39,65.09,6.25,77.8,48.4,19.8,1.812
Andhra Pradesh,EAST GODAVARI,Kharif,rice,Red,214100.0,703.9,23.69,82.27,6.43,79.9,47.6,39.9,2.005
Andhra Pradesh,EAST GODAVARI,Rabi,maize,Red,3600.0,16.1,22.39,65.09,6.25,77.8,48.4,19.8,3.806
Andhra Pradesh,EAST GODAVARI,Rabi,rice,Red,154400.0,16.1,23.69,82.27,6.43,79.9,47.6,39.9,3.183
Andhra Pradesh,EAST GODAVARI,Kharif,maize,Red,1700.0,703.9,22.39,65.09,6.25,77.8,48.4,19.8,2.118
Andhra Pradesh,EAST GODAVARI,Kharif,rice,Red,256300.0,703.9,23.69,82.27,6.43,79.9,47.6,39.9,1.508
Andhra Pradesh,EAST GODAVARI,Rabi,maize,Red,3800.0,16.1,22.39,65.09,6.25,77.8,48.4,19.8,4.921
Andhra Pradesh,EAST GODAVARI,Rabi,rice,Red,157600.0,16.1,23.69,82.27,6.43,79.9,47.6,39.9,4.166
Andhra Pradesh,EAST GODAVARI,Kharif,maize,Red,1522.0,703.9,22.39,65.09,6.25,77.8,48.4,19.8,2.841
Andhra Pradesh,EAST GODAVARI,Kharif,rice,Red,244655.0,703.9,23.69,82.27,6.43,79.9,47.6,39.9,2.569
Andhra Pradesh,EAST GODAVARI,Rabi,maize,Red,4266.0,16.1,22.39,65.09,6.25,77.8,48.4,19.8,4.841
Andhra Pradesh,EAST GODAVARI,Rabi,rice,Red,161551.0,16.1,23.69,82.27,6.43,79.9,47.6,39.9,3.994
Andhra Pradesh,EAST GODAVARI,Kharif,maize,Red,1406.0,703.9,22.39,65.09,6.25,77.8,48.4,19.8,2.604
Andhra Pradesh,EAST GODAVARI,Kharif,rice,Red,253966.0,703.9,23.69,82.27,6.43,79.9,47.6,39.9,2.691
Andhra Pradesh,EAST GODAVARI,Rabi,maize,Red,4108.0,16.1,22.39,65.09,6.25,77.8,48.4,19.8,5.384
Andhra Pradesh,EAST GODAVARI,Rabi,rice,Red,162861.0,16.1,23.69,82.27,6.43,79.9,47.6,39.9,4.195
Andhra Pradesh,EAST GODAVARI,Whole year,banana,Red,11043.0,1106.0,27.38,80.36,5.98,100.2,82.0,50.0,11.264
Andhra Pradesh,EAST GODAVARI,Kharif,maize,Red,1204.0,703.9,22.39,65.09,6.25,77.8,48.4,19.8,2.673
Andhra Pradesh,EAST GODAVARI,Kharif,rice,Red,220811.0,703.9,23.69,82.27,6.43,79.9,47.6,39.9,2.626
Andhra Pradesh,EAST GODAVARI,Rabi,maize,Red,2597.0,16.1,22.39,65.09,6.25,77.8,48.4,19.8,6.473
Andhra Pradesh,EAST GODAVARI,Rabi,rice,Red,165779.0,16.1,23.69,82.27,6.43,79.9,47.6,39.9,4.525
Andhra Pradesh,EAST GODAVARI,Whole year,banana,Red,10258.0,1106.0,27.38,80.36,5.98,100.2,82.0,50.0,11.973
Andhra Pradesh,EAST GODAVARI,Kharif,maize,Red,1423.0,703.9,22.39,65.09,6.25,77.8,48.4,19.8,0.969
Andhra Pradesh,EAST GODAVARI,Kharif,rice,Red,194809.0,703.9,23.69,82.27,6.43,79.9,47.6,39.9,2.829
Andhra Pradesh,EAST GODAVARI,Rabi,maize,Red,5975.0,16.1,22.39,65.09,6.25,77.8,48.4,19.8,6.93
Andhra Pradesh,EAST GODAVARI,Rabi,rice,Red,106427.0,16.1,23.69,82.27,6.43,79.9,47.6,39.9,4.622
Andhra Pradesh,EAST GODAVARI,Whole year,banana,Red,7949.0,1106.0,27.38,80.36,5.98,100.2,82.0,50.0,14.627
Andhra Pradesh,EAST GODAVARI,Whole year,mango,Red,18957.0,1106.0,31.21,50.16,5.77,20.1,27.2,29.9,4.884
Andhra Pradesh,EAST GODAVARI,Whole year,orange,Red,975.0,1106.0,22.77,92.17,7.02,19.6,16.6,10.0,17.759
Andhra Pradesh,EAST GODAVARI,Kharif,maize,Red,2116.0,703.9,22.39,65.09,6.25,77.8,48.4,19.8,1.716
Andhra Pradesh,EAST GODAVARI,Kharif,rice,Red,234673.0,703.9,23.69,82.27,6.43,79.9,47.6,39.9,3.249
Andhra Pradesh,EAST GODAVARI,Rabi,maize,Red,6392.0,16.1,22.39,65.09,6.25,77.8,48.4,19.8,5.6
Andhra Pradesh,EAST GODAVARI,Rabi,rice,Red,165321.0,16.1,23.69,82.27,6.43,79.9,47.6,39.9,5.257
Andhra Pradesh,EAST GODAVARI,Whole year,banana,Red,9547.0,1106.0,27.38,80.36,5.98,100.2,82.0,50.0,7.069
Andhra Pradesh,EAST GODAVARI,Whole year,mango,Red,19181.0,1106.0,31.21,50.16,5.77,20.1,27.2,29.9,2.469
Andhra Pradesh,EAST GODAVARI,Whole year,orange,Red,1015.0,1106.0,22.77,92.17,7.02,19.6,16.6,10.0,15.173
Andhra Pradesh,EAST GODAVARI,Kharif,maize,Red,1881.0,703.9,22.39,65.09,6.25,77.8,48.4,19.8,2.954
Andhra Pradesh,EAST GODAVARI,Kharif,rice,Red,224521.0,703.9,23.69,82.27,6.43,79.9,47.6,39.9,3.312
Andhra Pradesh,EAST GODAVARI,Rabi,maize,Red,6094.0,16.1,22.39,65.09,6.25,77.8,48.4,19.8,6.741
Andhra Pradesh,EAST GODAVARI,Rabi,rice,Red,162903.0,16.1,23.69,82.27,6.43,79.9,47.6,39.9,4.704
Andhra Pradesh,EAST GODAVARI,Whole year,banana,Red,10324.0,1106.0,27.38,80.36,5.98,100.2,82.0,50.0,9.365
Andhra Pradesh,EAST GODAVARI,Kharif,maize,Red,1763.0,703.9,22.39,65.09,6.25,77.8,48.4,19.8,3.578
Andhra Pradesh,EAST GODAVARI,Kharif,rice,Red,217411.0,703.9,23.69,82.27,6.43,79.9,47.6,39.9,1.604
Andhra Pradesh,EAST GODAVARI,Rabi,maize,Red,7838.0,16.1,22.39,65.09,6.25,77.8,48.4,19.8,7.572
Andhra Pradesh,EAST GODAVARI,Rabi,rice,Red,170012.0,16.1,23.69,82.27,6.43,79.9,47.6,39.9,4.711
Andhra Pradesh,EAST GODAVARI,Whole year,banana,Red,15432.0,1106.0,27.38,80.36,5.98,100.2,82.0,50.0,13.995
Andhra Pradesh,EAST GODAVARI,Kharif,maize,Red,1735.0,703.9,22.39,65.09,6.25,77.8,48.4,19.8,2.742
Andhra Pradesh,EAST GODAVARI,Kharif,rice,Red,227930.0,703.9,23.69,82.27,6.43,79.9,47.6,39.9,2.403
Andhra Pradesh,EAST GODAVARI,Rabi,maize,Red,6191.0,16.1,22.39,65.09,6.25,77.8,48.4,19.8,9.993
Andhra Pradesh,EAST GODAVARI,Rabi,rice,Red,168963.0,16.1,23.69,82.27,6.43,79.9,47.6,39.9,5.006
Andhra Pradesh,EAST GODAVARI,Whole year,banana,Red,16772.0,1106.0,27.38,80.36,5.98,100.2,82.0,50.0,17.63
Andhra Pradesh,EAST GODAVARI,Kharif,maize,Red,2000.0,703.9,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Andhra Pradesh,EAST GODAVARI,Kharif,rice,Red,242000.0,703.9,23.69,82.27,6.43,79.9,47.6,39.9,2.955
Andhra Pradesh,EAST GODAVARI,Rabi,maize,Red,6000.0,16.1,22.39,65.09,6.25,77.8,48.4,19.8,8.167
Andhra Pradesh,EAST GODAVARI,Rabi,rice,Red,169000.0,16.1,23.69,82.27,6.43,79.9,47.6,39.9,4.751
Andhra Pradesh,EAST GODAVARI,Kharif,maize,Red,1602.0,703.9,22.39,65.09,6.25,77.8,48.4,19.8,3.217
Andhra Pradesh,EAST GODAVARI,Kharif,rice,Red,240231.0,703.9,23.69,82.27,6.43,79.9,47.6,39.9,2.983
Andhra Pradesh,EAST GODAVARI,Rabi,maize,Red,6581.0,16.1,22.39,65.09,6.25,77.8,48.4,19.8,7.462
Andhra Pradesh,EAST GODAVARI,Rabi,rice,Red,169861.0,16.1,23.69,82.27,6.43,79.9,47.6,39.9,4.69
Andhra Pradesh,EAST GODAVARI,Whole year,banana,Red,15363.0,1106.0,27.38,80.36,5.98,100.2,82.0,50.0,18.992
Andhra Pradesh,EAST GODAVARI,Kharif,maize,Red,983.0,703.9,22.39,65.09,6.25,77.8,48.4,19.8,3.608
Andhra Pradesh,EAST GODAVARI,Kharif,rice,Red,202153.0,703.9,23.69,82.27,6.43,79.9,47.6,39.9,3.05
Andhra Pradesh,EAST GODAVARI,Rabi,maize,Red,8005.0,16.1,22.39,65.09,6.25,77.8,48.4,19.8,7.473
Andhra Pradesh,EAST GODAVARI,Rabi,rice,Red,104423.0,16.1,23.69,82.27,6.43,79.9,47.6,39.9,4.372
Andhra Pradesh,EAST GODAVARI,Whole year,banana,Red,16159.0,1106.0,27.38,80.36,5.98,100.2,82.0,50.0,21.913
Andhra Pradesh,EAST GODAVARI,Kharif,maize,Red,469.0,703.9,22.39,65.09,6.25,77.8,48.4,19.8,2.983
Andhra Pradesh,EAST GODAVARI,Kharif,rice,Red,237640.0,703.9,23.69,82.27,6.43,79.9,47.6,39.9,1.926
Andhra Pradesh,EAST GODAVARI,Rabi,maize,Red,7463.0,16.1,22.39,65.09,6.25,77.8,48.4,19.8,7.33
Andhra Pradesh,EAST GODAVARI,Rabi,rice,Red,172888.0,16.1,23.69,82.27,6.43,79.9,47.6,39.9,4.916
Andhra Pradesh,EAST GODAVARI,Whole year,banana,Red,14357.0,1106.0,27.38,80.36,5.98,100.2,82.0,50.0,27.324
Andhra Pradesh,EAST GODAVARI,Kharif,maize,Red,468.0,703.9,22.39,65.09,6.25,77.8,48.4,19.8,3.69
Andhra Pradesh,EAST GODAVARI,Kharif,rice,Red,197445.0,703.9,23.69,82.27,6.43,79.9,47.6,39.9,2.987
Andhra Pradesh,EAST GODAVARI,Rabi,maize,Red,8067.0,16.1,22.39,65.09,6.25,77.8,48.4,19.8,6.696
Andhra Pradesh,EAST GODAVARI,Rabi,rice,Red,139649.0,16.1,23.69,82.27,6.43,79.9,47.6,39.9,4.204
Andhra Pradesh,EAST GODAVARI,Whole year,banana,Red,13620.0,1106.0,27.38,80.36,5.98,100.2,82.0,50.0,22.211
Andhra Pradesh,EAST GODAVARI,Kharif,maize,Red,495.0,703.9,22.39,65.09,6.25,77.8,48.4,19.8,3.915
Andhra Pradesh,EAST GODAVARI,Kharif,mango,Red,15851.0,703.9,31.21,50.16,5.77,20.1,27.2,29.9,9.936
Andhra Pradesh,EAST GODAVARI,Kharif,rice,Red,232300.0,703.9,23.69,82.27,6.43,79.9,47.6,39.9,1.531
Andhra Pradesh,EAST GODAVARI,Rabi,maize,Red,9485.0,16.1,22.39,65.09,6.25,77.8,48.4,19.8,7.555
Andhra Pradesh,EAST GODAVARI,Rabi,rice,Red,168756.0,16.1,23.69,82.27,6.43,79.9,47.6,39.9,4.422
Andhra Pradesh,EAST GODAVARI,Kharif,maize,Red,513.0,703.9,22.39,65.09,6.25,77.8,48.4,19.8,3.17
Andhra Pradesh,EAST GODAVARI,Kharif,mango,Red,15017.0,703.9,31.21,50.16,5.77,20.1,27.2,29.9,10.842
Andhra Pradesh,EAST GODAVARI,Kharif,rice,Red,235159.0,703.9,23.69,82.27,6.43,79.9,47.6,39.9,1.846
Andhra Pradesh,EAST GODAVARI,Rabi,maize,Red,10684.0,16.1,22.39,65.09,6.25,77.8,48.4,19.8,8.62
Andhra Pradesh,EAST GODAVARI,Rabi,rice,Red,169523.0,16.1,23.69,82.27,6.43,79.9,47.6,39.9,4.587
Andhra Pradesh,EAST GODAVARI,Whole year,banana,Red,12427.0,1106.0,27.38,80.36,5.98,100.2,82.0,50.0,12.382
Andhra Pradesh,EAST GODAVARI,Kharif,maize,Red,755.0,703.9,22.39,65.09,6.25,77.8,48.4,19.8,3.311
Andhra Pradesh,EAST GODAVARI,Kharif,mango,Red,15820.0,703.9,31.21,50.16,5.77,20.1,27.2,29.9,12.075
Andhra Pradesh,EAST GODAVARI,Kharif,rice,Red,226072.0,703.9,23.69,82.27,6.43,79.9,47.6,39.9,3.016
Andhra Pradesh,EAST GODAVARI,Rabi,maize,Red,12156.0,16.1,22.39,65.09,6.25,77.8,48.4,19.8,8.083
Andhra Pradesh,EAST GODAVARI,Rabi,rice,Red,168045.0,16.1,23.69,82.27,6.43,79.9,47.6,39.9,5.245
Andhra Pradesh,EAST GODAVARI,Whole year,rice,Red,394117.0,1106.0,23.69,82.27,6.43,79.9,47.6,39.9,3.966
Andhra Pradesh,GUNTUR,Kharif,maize,Red,1700.0,543.0,22.39,65.09,6.25,77.8,48.4,19.8,1.824
Andhra Pradesh,GUNTUR,Kharif,rice,Red,295000.0,543.0,23.69,82.27,6.43,79.9,47.6,39.9,2.865
Andhra Pradesh,GUNTUR,Rabi,maize,Red,5000.0,13.2,22.39,65.09,6.25,77.8,48.4,19.8,3.8
Andhra Pradesh,GUNTUR,Rabi,rice,Red,14500.0,13.2,23.69,82.27,6.43,79.9,47.6,39.9,3.572
Andhra Pradesh,GUNTUR,Kharif,maize,Red,2300.0,543.0,22.39,65.09,6.25,77.8,48.4,19.8,2.043
Andhra Pradesh,GUNTUR,Kharif,rice,Red,298400.0,543.0,23.69,82.27,6.43,79.9,47.6,39.9,3.088
Andhra Pradesh,GUNTUR,Rabi,maize,Red,2800.0,13.2,22.39,65.09,6.25,77.8,48.4,19.8,5.036
Andhra Pradesh,GUNTUR,Rabi,rice,Red,29100.0,13.2,23.69,82.27,6.43,79.9,47.6,39.9,3.433
Andhra Pradesh,GUNTUR,Kharif,maize,Red,3853.0,543.0,22.39,65.09,6.25,77.8,48.4,19.8,2.841
Andhra Pradesh,GUNTUR,Kharif,rice,Red,302886.0,543.0,23.69,82.27,6.43,79.9,47.6,39.9,3.201
Andhra Pradesh,GUNTUR,Rabi,maize,Red,3755.0,13.2,22.39,65.09,6.25,77.8,48.4,19.8,4.841
Andhra Pradesh,GUNTUR,Rabi,rice,Red,14822.0,13.2,23.69,82.27,6.43,79.9,47.6,39.9,3.587
Andhra Pradesh,GUNTUR,Kharif,maize,Red,5281.0,543.0,22.39,65.09,6.25,77.8,48.4,19.8,2.604
Andhra Pradesh,GUNTUR,Kharif,rice,Red,292899.0,543.0,23.69,82.27,6.43,79.9,47.6,39.9,3.371
Andhra Pradesh,GUNTUR,Rabi,maize,Red,4516.0,13.2,22.39,65.09,6.25,77.8,48.4,19.8,5.384
Andhra Pradesh,GUNTUR,Rabi,rice,Red,12692.0,13.2,23.69,82.27,6.43,79.9,47.6,39.9,3.908
Andhra Pradesh,GUNTUR,Whole year,banana,Red,7612.0,871.5,27.38,80.36,5.98,100.2,82.0,50.0,18.531
Andhra Pradesh,GUNTUR,Kharif,maize,Red,2549.0,543.0,22.39,65.09,6.25,77.8,48.4,19.8,2.673
Andhra Pradesh,GUNTUR,Kharif,rice,Red,272468.0,543.0,23.69,82.27,6.43,79.9,47.6,39.9,3.432
Andhra Pradesh,GUNTUR,Rabi,maize,Red,4369.0,13.2,22.39,65.09,6.25,77.8,48.4,19.8,6.473
Andhra Pradesh,GUNTUR,Rabi,rice,Red,44917.0,13.2,23.69,82.27,6.43,79.9,47.6,39.9,4.031
Andhra Pradesh,GUNTUR,Whole year,banana,Red,7967.0,871.5,27.38,80.36,5.98,100.2,82.0,50.0,25.723
Andhra Pradesh,GUNTUR,Kharif,maize,Red,2327.0,543.0,22.39,65.09,6.25,77.8,48.4,19.8,0.969
Andhra Pradesh,GUNTUR,Kharif,rice,Red,202953.0,543.0,23.69,82.27,6.43,79.9,47.6,39.9,3.187
Andhra Pradesh,GUNTUR,Rabi,maize,Red,6450.0,13.2,22.39,65.09,6.25,77.8,48.4,19.8,6.93
Andhra Pradesh,GUNTUR,Rabi,rice,Red,2716.0,13.2,23.69,82.27,6.43,79.9,47.6,39.9,2.719
Andhra Pradesh,GUNTUR,Whole year,banana,Red,6720.0,871.5,27.38,80.36,5.98,100.2,82.0,50.0,22.574
Andhra Pradesh,GUNTUR,Whole year,mango,Red,984.0,871.5,31.21,50.16,5.77,20.1,27.2,29.9,10.352
Andhra Pradesh,GUNTUR,Whole year,orange,Red,288.0,871.5,22.77,92.17,7.02,19.6,16.6,10.0,17.792
Andhra Pradesh,GUNTUR,Kharif,maize,Red,3891.0,543.0,22.39,65.09,6.25,77.8,48.4,19.8,1.716
Andhra Pradesh,GUNTUR,Kharif,rice,Red,170487.0,543.0,23.69,82.27,6.43,79.9,47.6,39.9,2.833
Andhra Pradesh,GUNTUR,Rabi,maize,Red,22949.0,13.2,22.39,65.09,6.25,77.8,48.4,19.8,5.6
Andhra Pradesh,GUNTUR,Rabi,rice,Red,5772.0,13.2,23.69,82.27,6.43,79.9,47.6,39.9,2.917
Andhra Pradesh,GUNTUR,Whole year,banana,Red,5681.0,871.5,27.38,80.36,5.98,100.2,82.0,50.0,7.435
Andhra Pradesh,GUNTUR,Whole year,mango,Red,913.0,871.5,31.21,50.16,5.77,20.1,27.2,29.9,2.795
Andhra Pradesh,GUNTUR,Whole year,orange,Red,959.0,871.5,22.77,92.17,7.02,19.6,16.6,10.0,15.171
Andhra Pradesh,GUNTUR,Kharif,maize,Red,2749.0,543.0,22.39,65.09,6.25,77.8,48.4,19.8,2.954
Andhra Pradesh,GUNTUR,Kharif,rice,Red,240404.0,543.0,23.69,82.27,6.43,79.9,47.6,39.9,3.469
Andhra Pradesh,GUNTUR,Rabi,maize,Red,32788.0,13.2,22.39,65.09,6.25,77.8,48.4,19.8,8.531
Andhra Pradesh,GUNTUR,Rabi,rice,Red,21247.0,13.2,23.69,82.27,6.43,79.9,47.6,39.9,3.338
Andhra Pradesh,GUNTUR,Whole year,banana,Red,6340.0,871.5,27.38,80.36,5.98,100.2,82.0,50.0,28.517
Andhra Pradesh,GUNTUR,Kharif,maize,Red,1617.0,543.0,22.39,65.09,6.25,77.8,48.4,19.8,3.578
Andhra Pradesh,GUNTUR,Kharif,rice,Red,288879.0,543.0,23.69,82.27,6.43,79.9,47.6,39.9,3.09
Andhra Pradesh,GUNTUR,Rabi,maize,Red,22565.0,13.2,22.39,65.09,6.25,77.8,48.4,19.8,10.504
Andhra Pradesh,GUNTUR,Rabi,rice,Red,31434.0,13.2,23.69,82.27,6.43,79.9,47.6,39.9,3.549
Andhra Pradesh,GUNTUR,Whole year,banana,Red,6263.0,871.5,27.38,80.36,5.98,100.2,82.0,50.0,26.333
Andhra Pradesh,GUNTUR,Kharif,maize,Red,1132.0,543.0,22.39,65.09,6.25,77.8,48.4,19.8,2.742
Andhra Pradesh,GUNTUR,Kharif,rice,Red,288638.0,543.0,23.69,82.27,6.43,79.9,47.6,39.9,2.716
Andhra Pradesh,GUNTUR,Rabi,maize,Red,34010.0,13.2,22.39,65.09,6.25,77.8,48.4,19.8,8.241
Andhra Pradesh,GUNTUR,Rabi,rice,Red,28933.0,13.2,23.69,82.27,6.43,79.9,47.6,39.9,3.489
Andhra Pradesh,GUNTUR,Whole year,banana,Red,5653.0,871.5,27.38,80.36,5.98,100.2,82.0,50.0,30.688
Andhra Pradesh,GUNTUR,Kharif,maize,Red,1000.0,543.0,22.39,65.09,6.25,77.8,48.4,19.8,3.0
Andhra Pradesh,GUNTUR,Kharif,rice,Red,283000.0,543.0,23.69,82.27,6.43,79.9,47.6,39.9,3.449
Andhra Pradesh,GUNTUR,Rabi,maize,Red,58000.0,13.2,22.39,65.09,6.25,77.8,48.4,19.8,8.914
Andhra Pradesh,GUNTUR,Rabi,rice,Red,24000.0,13.2,23.69,82.27,6.43,79.9,47.6,39.9,3.542
Andhra Pradesh,GUNTUR,Kharif,maize,Red,784.0,543.0,22.39,65.09,6.25,77.8,48.4,19.8,3.217
Andhra Pradesh,GUNTUR,Kharif,rice,Red,281491.0,543.0,23.69,82.27,6.43,79.9,47.6,39.9,3.408
Andhra Pradesh,GUNTUR,Rabi,maize,Red,95547.0,13.2,22.39,65.09,6.25,77.8,48.4,19.8,9.952
Andhra Pradesh,GUNTUR,Rabi,rice,Red,51358.0,13.2,23.69,82.27,6.43,79.9,47.6,39.9,3.654
Andhra Pradesh,GUNTUR,Whole year,banana,Red,5519.0,871.5,27.38,80.36,5.98,100.2,82.0,50.0,31.703
Andhra Pradesh,GUNTUR,Kharif,maize,Red,530.0,543.0,22.39,65.09,6.25,77.8,48.4,19.8,3.608
Andhra Pradesh,GUNTUR,Kharif,rice,Red,190526.0,543.0,23.69,82.27,6.43,79.9,47.6,39.9,3.586
Andhra Pradesh,GUNTUR,Rabi,maize,Red,68798.0,13.2,22.39,65.09,6.25,77.8,48.4,19.8,7.7
Andhra Pradesh,GUNTUR,Rabi,rice,Red,112342.0,13.2,23.69,82.27,6.43,79.9,47.6,39.9,3.413
Andhra Pradesh,GUNTUR,Whole year,banana,Red,5177.0,871.5,27.38,80.36,5.98,100.2,82.0,50.0,23.653
Andhra Pradesh,GUNTUR,Kharif,maize,Red,269.0,543.0,22.39,65.09,6.25,77.8,48.4,19.8,2.981
Andhra Pradesh,GUNTUR,Kharif,rice,Red,271072.0,543.0,23.69,82.27,6.43,79.9,47.6,39.9,2.397
Andhra Pradesh,GUNTUR,Rabi,maize,Red,80083.0,13.2,22.39,65.09,6.25,77.8,48.4,19.8,11.293
Andhra Pradesh,GUNTUR,Rabi,rice,Red,58393.0,13.2,23.69,82.27,6.43,79.9,47.6,39.9,3.456
Andhra Pradesh,GUNTUR,Whole year,banana,Red,5045.0,871.5,27.38,80.36,5.98,100.2,82.0,50.0,30.049
Andhra Pradesh,GUNTUR,Kharif,maize,Red,792.0,543.0,22.39,65.09,6.25,77.8,48.4,19.8,3.689
Andhra Pradesh,GUNTUR,Kharif,rice,Red,281790.0,543.0,23.69,82.27,6.43,79.9,47.6,39.9,3.836
Andhra Pradesh,GUNTUR,Rabi,maize,Red,70965.0,13.2,22.39,65.09,6.25,77.8,48.4,19.8,8.84
Andhra Pradesh,GUNTUR,Rabi,rice,Red,11012.0,13.2,23.69,82.27,6.43,79.9,47.6,39.9,3.547
Andhra Pradesh,GUNTUR,Whole year,banana,Red,5595.0,871.5,27.38,80.36,5.98,100.2,82.0,50.0,38.661
Andhra Pradesh,GUNTUR,Kharif,maize,Red,1103.0,543.0,22.39,65.09,6.25,77.8,48.4,19.8,3.916
Andhra Pradesh,GUNTUR,Kharif,mango,Red,703.0,543.0,31.21,50.16,5.77,20.1,27.2,29.9,7.713
Andhra Pradesh,GUNTUR,Kharif,rice,Red,174699.0,543.0,23.69,82.27,6.43,79.9,47.6,39.9,3.479
Andhra Pradesh,GUNTUR,Rabi,maize,Red,82043.0,13.2,22.39,65.09,6.25,77.8,48.4,19.8,8.076
Andhra Pradesh,GUNTUR,Rabi,rice,Red,8362.0,13.2,23.69,82.27,6.43,79.9,47.6,39.9,3.576
Andhra Pradesh,GUNTUR,Kharif,maize,Red,1530.0,543.0,22.39,65.09,6.25,77.8,48.4,19.8,3.17
Andhra Pradesh,GUNTUR,Kharif,mango,Red,710.0,543.0,31.21,50.16,5.77,20.1,27.2,29.9,7.47
Andhra Pradesh,GUNTUR,Kharif,rice,Red,280060.0,543.0,23.69,82.27,6.43,79.9,47.6,39.9,3.259
Andhra Pradesh,GUNTUR,Rabi,maize,Red,85535.0,13.2,22.39,65.09,6.25,77.8,48.4,19.8,7.522
Andhra Pradesh,GUNTUR,Rabi,rice,Red,48107.0,13.2,23.69,82.27,6.43,79.9,47.6,39.9,3.81
Andhra Pradesh,GUNTUR,Whole year,banana,Red,5574.0,871.5,27.38,80.36,5.98,100.2,82.0,50.0,37.986
Andhra Pradesh,GUNTUR,Kharif,maize,Red,367.0,543.0,22.39,65.09,6.25,77.8,48.4,19.8,3.311
