Crop,Soil_Type,Rainfall,Temperature,Humidity,Soil_pH,N,P,K,Yield_tons_per_ha
orange,Red,871.5,22.77,92.17,7.02,19.6,16.6,10.0,15.171
maize,Red,871.5,22.39,65.09,6.25,77.8,48.4,19.8,2.954
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,3.469
maize,Red,871.5,22.39,65.09,6.25,77.8,48.4,19.8,8.531
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,3.338
banana,Red,871.5,27.38,80.36,5.98,100.2,82.0,50.0,28.517
maize,Red,871.5,22.39,65.09,6.25,77.8,48.4,19.8,3.578
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,3.09
maize,Red,871.5,22.39,65.09,6.25,77.8,48.4,19.8,10.504
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,3.549
banana,Red,871.5,27.38,80.36,5.98,100.2,82.0,50.0,26.333
maize,Red,871.5,22.39,65.09,6.25,77.8,48.4,19.8,2.742
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,2.716
maize,Red,871.5,22.39,65.09,6.25,77.8,48.4,19.8,8.241
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,3.489
banana,Red,871.5,27.38,80.36,5.98,100.2,82.0,50.0,30.688
maize,Red,871.5,22.39,65.09,6.25,77.8,48.4,19.8,3.0
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,3.449
maize,Red,871.5,22.39,65.09,6.25,77.8,48.4,19.8,8.914
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,3.542
maize,Red,871.5,22.39,65.09,6.25,77.8,48.4,19.8,3.217
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,3.408
maize,Red,871.5,22.39,65.09,6.25,77.8,48.4,19.8,9.952
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,3.654
banana,Red,871.5,27.38,80.36,5.98,100.2,82.0,50.0,31.703
maize,Red,871.5,22.39,65.09,6.25,77.8,48.4,19.8,3.608
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,3.586
maize,Red,871.5,22.39,65.09,6.25,77.8,48.4,19.8,7.7
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,3.413
banana,Red,871.5,27.38,80.36,5.98,100.2,82.0,50.0,23.653
maize,Red,871.5,22.39,65.09,6.25,77.8,48.4,19.8,2.981
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,2.397
maize,Red,871.5,22.39,65.09,6.25,77.8,48.4,19.8,11.293
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,3.456
banana,Red,871.5,27.38,80.36,5.98,100.2,82.0,50.0,30.049
maize,Red,871.5,22.39,65.09,6.25,77.8,48.4,19.8,3.689
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,3.836
maize,Red,871.5,22.39,65.09,6.25,77.8,48.4,19.8,8.84
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,3.547
banana,Red,871.5,27.38,80.36,5.98,100.2,82.0,50.0,38.661
maize,Red,871.5,22.39,65.09,6.25,77.8,48.4,19.8,3.916
mango,Red,871.5,31.21,50.16,5.77,20.1,27.2,29.9,7.713
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,3.479
maize,Red,871.5,22.39,65.09,6.25,77.8,48.4,19.8,8.076
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,3.576
maize,Red,871.5,22.39,65.09,6.25,77.8,48.4,19.8,3.17
mango,Red,871.5,31.21,50.16,5.77,20.1,27.2,29.9,7.47
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,3.259
maize,Red,871.5,22.39,65.09,6.25,77.8,48.4,19.8,7.522
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,3.81
banana,Red,871.5,27.38,80.36,5.98,100.2,82.0,50.0,37.986
maize,Red,871.5,22.39,65.09,6.25,77.8,48.4,19.8,3.311
mango,Red,871.5,31.21,50.16,5.77,20.1,27.2,29.9,8.355
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,3.913
maize,Red,871.5,22.39,65.09,6.25,77.8,48.4,19.8,9.592
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,3.763
rice,Red,871.5,23.69,82.27,6.43,79.9,47.6,39.9,3.897
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,0.5
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,1.625
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.131
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,1.0
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.868
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.447
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,2.837
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.455
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,4.818
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,1.892
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,2.606
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.816
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,5.392
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,0.826
banana,Red,945.1,27.38,80.36,5.98,100.2,82.0,50.0,44.704
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,2.679
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.535
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,6.484
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.616
banana,Red,945.1,27.38,80.36,5.98,100.2,82.0,50.0,32.584
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,0.971
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.055
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,6.92
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,1.787
banana,Red,945.1,27.38,80.36,5.98,100.2,82.0,50.0,65.495
mango,Red,945.1,31.21,50.16,5.77,20.1,27.2,29.9,5.012
orange,Red,945.1,22.77,92.17,7.02,19.6,16.6,10.0,8.174
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,1.721
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.57
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,5.5
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.232
banana,Red,945.1,27.38,80.36,5.98,100.2,82.0,50.0,42.118
mango,Red,945.1,31.21,50.16,5.77,20.1,27.2,29.9,20.11
orange,Red,945.1,22.77,92.17,7.02,19.6,16.6,10.0,16.715
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,2.872
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,3.188
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.008
banana,Red,945.1,27.38,80.36,5.98,100.2,82.0,50.0,58.149
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,5.154
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,1.884
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,7.0
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.632
banana,Red,945.1,27.38,80.36,5.98,100.2,82.0,50.0,66.048
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,3.569
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.732
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,7.571
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.194
banana,Red,945.1,27.38,80.36,5.98,100.2,82.0,50.0,62.084
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,3.089
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.647
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,4.669
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,1.737
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,8.83
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.773
banana,Red,945.1,27.38,80.36,5.98,100.2,82.0,50.0,54.634
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,3.707
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.933
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,7.31
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.65
banana,Red,945.1,27.38,80.36,5.98,100.2,82.0,50.0,63.73
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,5.122
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,1.512
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,9.117
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.87
banana,Red,945.1,27.38,80.36,5.98,100.2,82.0,50.0,56.123
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,3.315
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.985
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,7.759
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.649
banana,Red,945.1,27.38,80.36,5.98,100.2,82.0,50.0,65.681
grapes,Red,945.1,23.85,81.88,6.03,23.2,132.5,200.1,18.0
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,4.058
mango,Red,945.1,31.21,50.16,5.77,20.1,27.2,29.9,10.101
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.549
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,7.086
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.916
grapes,Red,945.1,23.85,81.88,6.03,23.2,132.5,200.1,18.0
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,4.033
mango,Red,945.1,31.21,50.16,5.77,20.1,27.2,29.9,7.725
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.876
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,7.454
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.687
banana,Red,945.1,27.38,80.36,5.98,100.2,82.0,50.0,59.01
grapes,Red,945.1,23.85,81.88,6.03,23.2,132.5,200.1,23.0
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,3.275
mango,Red,945.1,31.21,50.16,5.77,20.1,27.2,29.9,3.663
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,3.695
maize,Red,945.1,22.39,65.09,6.25,77.8,48.4,19.8,6.534
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,2.709
rice,Red,945.1,23.69,82.27,6.43,79.9,47.6,39.9,3.614
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,1.78
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,2.712
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,3.727
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.383
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,2.067
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,2.706
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,5.059
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.652
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,2.841
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,2.997
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,4.841
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.578
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,2.604
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.088
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,5.384
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.616
banana,Red,1027.1,27.38,80.36,5.98,100.2,82.0,50.0,19.228
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,2.673
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,2.915
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,6.473
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.642
banana,Red,1027.1,27.38,80.36,5.98,100.2,82.0,50.0,2.536
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,0.969
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.121
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,6.928
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,2.603
banana,Red,1027.1,27.38,80.36,5.98,100.2,82.0,50.0,15.294
mango,Red,1027.1,31.21,50.16,5.77,20.1,27.2,29.9,3.741
orange,Red,1027.1,22.77,92.17,7.02,19.6,16.6,10.0,17.894
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,1.716
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,2.368
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,5.6
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,2.586
banana,Red,1027.1,27.38,80.36,5.98,100.2,82.0,50.0,12.469
mango,Red,1027.1,31.21,50.16,5.77,20.1,27.2,29.9,2.351
orange,Red,1027.1,22.77,92.17,7.02,19.6,16.6,10.0,15.163
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,4.554
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.281
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,8.056
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.153
banana,Red,1027.1,27.38,80.36,5.98,100.2,82.0,50.0,12.458
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,5.051
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,2.735
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,6.373
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.924
banana,Red,1027.1,27.38,80.36,5.98,100.2,82.0,50.0,16.901
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,4.527
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,2.073
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,9.387
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.749
banana,Red,1027.1,27.38,80.36,5.98,100.2,82.0,50.0,19.221
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,5.75
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.617
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,7.846
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.777
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,4.932
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.503
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,8.469
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.878
banana,Red,1027.1,27.38,80.36,5.98,100.2,82.0,50.0,27.341
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,4.6
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.437
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,8.283
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.919
banana,Red,1027.1,27.38,80.36,5.98,100.2,82.0,50.0,21.522
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,4.523
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,2.777
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,8.534
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.871
banana,Red,1027.1,27.38,80.36,5.98,100.2,82.0,50.0,23.104
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,3.953
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.729
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,7.351
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.416
banana,Red,1027.1,27.38,80.36,5.98,100.2,82.0,50.0,30.455
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,4.738
mango,Red,1027.1,31.21,50.16,5.77,20.1,27.2,29.9,8.004
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.588
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,7.231
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.717
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,4.148
mango,Red,1027.1,31.21,50.16,5.77,20.1,27.2,29.9,8.432
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,2.925
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,7.715
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,4.065
banana,Red,1027.1,27.38,80.36,5.98,100.2,82.0,50.0,36.128
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,4.282
mango,Red,1027.1,31.21,50.16,5.77,20.1,27.2,29.9,11.352
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.354
maize,Red,1027.1,22.39,65.09,6.25,77.8,48.4,19.8,6.751
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.973
rice,Red,1027.1,23.69,82.27,6.43,79.9,47.6,39.9,3.468
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,1.7
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,2.668
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,2.656
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,2.0
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,2.952
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,4.0
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,2.129
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,2.842
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,2.761
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,4.843
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,2.872
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,2.604
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,3.299
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,5.383
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,2.738
banana,Red,679.6,27.38,80.36,5.98,100.2,82.0,50.0,13.873
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,2.673
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,2.792
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,6.473
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,2.582
banana,Red,679.6,27.38,80.36,5.98,100.2,82.0,50.0,11.037
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,0.969
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,2.096
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,6.93
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,2.265
banana,Red,679.6,27.38,80.36,5.98,100.2,82.0,50.0,26.404
mango,Red,679.6,31.21,50.16,5.77,20.1,27.2,29.9,4.717
orange,Red,679.6,22.77,92.17,7.02,19.6,16.6,10.0,8.166
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,1.716
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,2.907
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,5.6
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,2.291
banana,Red,679.6,27.38,80.36,5.98,100.2,82.0,50.0,8.047
grapes,Red,679.6,23.85,81.88,6.03,23.2,132.5,200.1,17.25
mango,Red,679.6,31.21,50.16,5.77,20.1,27.2,29.9,14.825
orange,Red,679.6,22.77,92.17,7.02,19.6,16.6,10.0,16.712
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,2.87
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,3.428
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,7.229
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,3.114
banana,Red,679.6,27.38,80.36,5.98,100.2,82.0,50.0,29.012
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,6.275
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,3.304
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,7.471
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,3.286
banana,Red,679.6,27.38,80.36,5.98,100.2,82.0,50.0,23.454
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,3.339
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,3.349
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,7.577
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,2.947
banana,Red,679.6,27.38,80.36,5.98,100.2,82.0,50.0,21.486
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,5.778
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,3.689
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,8.0
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,2.684
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,5.08
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,3.329
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,8.83
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,3.545
banana,Red,679.6,27.38,80.36,5.98,100.2,82.0,50.0,26.509
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,2.68
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,3.131
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,7.31
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,3.527
banana,Red,679.6,27.38,80.36,5.98,100.2,82.0,50.0,24.826
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,5.381
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,2.8
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,9.117
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,3.204
banana,Red,679.6,27.38,80.36,5.98,100.2,82.0,50.0,27.226
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,4.282
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,3.63
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,7.759
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,3.124
banana,Red,679.6,27.38,80.36,5.98,100.2,82.0,50.0,30.426
grapes,Red,679.6,23.85,81.88,6.03,23.2,132.5,200.1,18.0
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,4.831
mango,Red,679.6,31.21,50.16,5.77,20.1,27.2,29.9,9.178
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,3.811
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,7.086
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,3.569
grapes,Red,679.6,23.85,81.88,6.03,23.2,132.5,200.1,18.2
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,5.478
mango,Red,679.6,31.21,50.16,5.77,20.1,27.2,29.9,8.57
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,3.676
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,7.454
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,3.654
banana,Red,679.6,27.38,80.36,5.98,100.2,82.0,50.0,31.58
grapes,Red,679.6,23.85,81.88,6.03,23.2,132.5,200.1,23.0
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,3.598
mango,Red,679.6,31.21,50.16,5.77,20.1,27.2,29.9,6.29
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,3.948
maize,Red,679.6,22.39,65.09,6.25,77.8,48.4,19.8,6.22
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,3.547
rice,Red,679.6,23.69,82.27,6.43,79.9,47.6,39.9,3.867
maize,Red,805.9,22.39,65.09,6.25,77.8,48.4,19.8,4.5
rice,Red,805.9,23.69,82.27,6.43,79.9,47.6,39.9,2.005
maize,Red,805.9,22.39,65.09,6.25,77.8,48.4,19.8,3.745
rice,Red,805.9,23.69,82.27,6.43,79.9,47.6,39.9,2.993
maize,Red,805.9,22.39,65.09,6.25,77.8,48.4,19.8,3.067
rice,Red,805.9,23.69,82.27,6.43,79.9,47.6,39.9,2.867
maize,Red,805.9,22.39,65.09,6.25,77.8,48.4,19.8,4.833
rice,Red,805.9,23.69,82.27,6.43,79.9,47.6,39.9,3.373
maize,Red,805.9,22.39,65.09,6.25,77.8,48.4,19.8,4.117
rice,Red,805.9,23.69,82.27,6.43,79.9,47.6,39.9,2.715
maize,Red,805.9,22.39,65.09,6.25,77.8,48.4,19.8,4.841
rice,Red,805.9,23.69,82.27,6.43,79.9,47.6,39.9,2.36
maize,Red,805.9,22.39,65.09,6.25,77.8,48.4,19.8,3.467
rice,Red,805.9,23.69,82.27,6.43,79.9,47.6,39.9,3.094
maize,Red,805.9,22.39,65.09,6.25,77.8,48.4,19.8,5.384
rice,Red,805.9,23.69,82.27,6.43,79.9,47.6,39.9,3.27
banana,Red,805.9,27.38,80.36,5.98,100.2,82.0,50.0,19.65
maize,Red,805.9,22.39,65.09,6.25,77.8,48.4,19.8,4.402
rice,Red,805.9,23.69,82.27,6.43,79.9,47.6,39.9,3.286
maize,Red,805.9,22.39,65.09,6.25,77.8,48.4,19.8,6.513
rice,Red,805.9,23.69,82.27,6.43,79.9,47.6,39.9,3.622
banana,Red,805.9,27.38,80.36,5.98,100.2,82.0,50.0,16.38
maize,Red,805.9,22.39,65.09,6.25,77.8,48.4,19.8,0.026
rice,Red,805.9,23.69,82.27,6.43,79.9,47.6,39.9,2.437
maize,Red,805.9,22.39,65.09,6.25,77.8,48.4,19.8,5.174
rice,Red,805.9,23.69,82.27,6.43,79.9,47.6,39.9,2.257
banana,Red,805.9,27.38,80.36,5.98,100.2,82.0,50.0,19.385
mango,Red,805.9,31.21,50.16,5.77,20.1,27.2,29.9,3.065
orange,Red,805.9,22.77,92.17,7.02,19.6,16.6,10.0,17.713
